meadowID,polygonID,date,water_cov,in_LUI,birds,goose_poop,penetrometer,spring,penetro_constant,SM1_1,SM2_1,SM3_1,SM1_2,SM2_2,SM3_2,SM1_3,SM2_3,SM3_3,SM1_4,SM2_4,SM3_4,SM1_5,SM2_5,SM3_5,PP1_1,PP2_1,PP3_1,PP1_2,PP2_2,PP3_2,PP1_3,PP2_3,PP3_3,PP1_4,PP2_4,PP3_4,PP1_5,PP2_5,PP3_5,SR1_1,SR2_1,SR3_1,SR1_2,SR2_2,SR3_2,SR1_3,SR2_3,SR3_3,SR1_4,SR2_4,SR3_4,SR1_5,SR2_5,SR3_5,VH1_1,VH2_1,VH3_1,VH4_1,VH5_1,VH1_2,VH2_2,VH3_2,VH4_2,VH5_2,VH1_3,VH2_3,VH3_3,VH4_3,VH5_3,VH1_4,VH2_4,VH3_4,VH4_4,VH5_4,VH1_5,VH2_5,VH3_5,VH4_5,VH5_5,SM_mean,PP_mean,VH_mean,resistance_mean,SM_median,PP_median,VH_median,VH_stdev,resistance_median,Notes
583045,583045_01,4/10/2025,0,Intensive,No,no,0.25cm2,150,60,25.3,21.5,22.4,20.3,10.9,23.5,23.1,27.6,22.7,28.8,21.7,24.8,,,,7.9,7.8,8,4.8,5.8,5.6,4.5,6.8,5.7,4.9,4.3,5,,,,47.4,46.8,48,28.8,34.8,33.6,27,40.8,34.2,29.4,25.8,30,,,,13.8,17.6,15.2,18.2,17,13.6,13.6,14.5,15.4,16.1,14.6,11.6,12.4,17.3,13.1,22,18.6,21.4,20.7,27,,,,,,22.71666667,5.925,16.685,35.55,22.9,5.65,15.75,3.825300126,33.9,Slurry tracks
16082,16082_02,4/10/2025,0,Mid-high,No,yes,0.25cm2,150,60,17.8,17.6,15.4,17.3,16.5,22.3,17.8,10.6,17.4,,,,,,,3.2,2.9,4.7,4.9,4.8,4,4.6,3.2,3.6,,,,,,,19.2,17.4,28.2,29.4,28.8,24,27.6,19.2,21.6,,,,,,,6.1,10.1,6.9,10.6,9.1,9.2,8.3,3.4,3.6,9.9,9.7,10.4,3.4,4.5,6.5,,,,,,,,,,,16.96666667,3.988888889,7.446666667,23.93333333,17.4,4,8.3,2.706834384,24,"Less Goose Poo, dominated by Ranunculus ficaria, dry manure on it."
16082,16082_03,4/10/2025,0,Mid-high,No,yes,0.25cm2,150,60,24.6,24.6,12.2,20.7,20.1,29.7,25.2,20.1,29.7,,,,,,,3.7,3.5,4.5,3.5,4.8,4.2,3.5,3.8,4,,,,,,,22.2,21,27,21,28.8,25.2,21,22.8,24,,,,,,,5.2,5.3,6,4.6,4.2,6.3,5.4,6.1,5.1,4.5,7.2,5.8,4,4.2,3.1,,,,,,,,,,,22.98888889,3.944444444,5.133333333,23.66666667,24.6,3.8,5.2,1.059424821,22.8,Goose Poo Plus dry manure
16086,16086_01,4/10/2025,0,Mid-high,No,yes,0.25cm2,150,60,16.9,17.6,15.3,11.1,13.8,17.5,25.8,19.2,23.7,,,,,,,5.1,3.2,4.4,2.8,3.9,3.2,4.5,4.8,3.8,,,,,,,30.6,19.2,26.4,16.8,23.4,19.2,27,28.8,22.8,,,,,,,6.1,6,5.8,8.4,7.8,5.5,5.2,6.1,5.3,4.8,26.2,12.5,6,7.9,11.1,,,,,,,,,,,17.87777778,3.966666667,8.313333333,23.8,17.5,3.9,6.1,5.421632156,23.4,"Goose Poo, tractor tracks (Know that they put more artificial fertilizer on here )"
70005,70005_02,4/17/2025,0,Mid-high,Few,no,0.50cm2,150,30,52.1,47.8,51.2,53,43.2,32.8,48.7,49.8,53.8,,,,,,,4.5,5.3,4.4,3.6,2.5,5.3,3.1,3.9,2.9,,,,,,,13.5,15.9,13.2,10.8,7.5,15.9,9.3,11.7,8.7,,,,,,,13.1,14.4,17.6,20.8,22.9,23.4,20.3,18.2,19.6,16.2,12.3,17.4,11.5,18.6,14,,,,,,,,,,,48.04444444,3.944444444,17.35333333,11.83333333,49.8,3.9,17.6,3.726903477,11.7,Ditch every 20 meters
70006,70006_02,4/17/2025,0,Mid-high,Few,no,0.50cm2,150,30,49.9,47.9,50,50,43.2,48.2,41.6,49.7,38.2,,,,,,,5.5,4.4,4.8,3.6,4.8,5.3,3,2.9,3.1,,,,,,,16.5,13.2,14.4,10.8,14.4,15.9,9,8.7,9.3,,,,,,,13.9,14.5,18,13,18.3,25.2,25,23.8,21.2,20.6,17.5,14.6,18.2,12.1,12,,,,,,,,,,,46.52222222,4.155555556,17.86,12.46666667,48.2,4.4,18,4.535542179,13.2,Ditch every 20 meters
70006,70006_01,4/17/2025,0,Mid-high,Few,no,0.50cm2,150,30,52.1,50.4,54.3,43,32.5,34.3,34.2,41.6,41,,,,,,,4.5,5.1,4.9,1.9,2.5,1.8,3.1,4.4,2.8,,,,,,,13.5,15.3,14.7,5.7,7.5,5.4,9.3,13.2,8.4,,,,,,,13.4,14.5,16.7,14.9,16.7,16.3,19.2,22.4,22,20.1,15.1,17.2,22.3,14.6,15.3,,,,,,,,,,,42.6,3.444444444,17.38,10.33333333,41.6,3.1,16.7,3.060392132,9.3,Ditch every 20 meters
114049,114049_01,4/14/2025,0,Mid-high,No,no,0.25cm2,150,60,29.6,31.8,21.5,28.5,24.2,27,22.5,24.9,27.9,,,,,,,6.6,8,4.8,4.4,7.7,10,3.8,3.7,4.9,,,,,,,39.6,48,28.8,26.4,46.2,60,22.8,22.2,29.4,,,,,,,11.6,15.7,8.6,7.4,9.8,15.8,11,10.3,7.1,12,15.4,11.9,14.6,14.2,13.3,,,,,,,,,,,26.43333333,5.988888889,11.91333333,35.93333333,27,4.9,11.9,2.909311815,29.4,Slurry tracks and artificial fertilizer
114049,114049_02,4/14/2025,0,Mid-high,Few,no,0.25cm2,150,60,16.2,18.1,32.5,25.9,22.3,18.6,32.5,23.7,24.6,,,,,,,5.8,5.9,4,6.8,4.3,5,5.7,5.2,5.9,,,,,,,34.8,35.4,24,40.8,25.8,30,34.2,31.2,35.4,,,,,,,7.5,7.1,8.9,18.1,7.9,10.4,10.2,10.8,11.3,12.8,13,14.2,16.3,10.5,12,,,,,,,,,,,23.82222222,5.4,11.4,32.4,23.7,5.7,10.8,3.133232015,34.2,Slurry tracks and artificial fertilizer
142027,142027_01,4/17/2025,0,Mid-high,Few,no,0.25cm2,150,60,28.2,29,9.7,32.9,24,34.4,30.1,25.3,20.8,28.9,29.8,35.5,28.7,26.9,29.3,8,4.8,4.2,4.8,10,10,5.1,5,4.9,5.8,7.2,10,5.1,10,5.2,48,28.8,25.2,28.8,60,60,30.6,30,29.4,34.8,43.2,60,30.6,60,31.2,6.9,10.1,12.3,16.5,15.6,16.3,20.6,15.3,17.1,14.3,10.7,11.1,9.3,13.7,11.9,17.2,13.5,17.9,8.9,7.1,19.9,20.2,9.5,8.7,21.1,27.56666667,6.673333333,13.828,40.04,28.9,5.2,13.7,4.349475064,31.2,"Slurry tracks, big bald spot in field (not in polygon)"
143016,143016_02,4/7/2025,0,Mid-high,Few,yes,0.25cm2,150,60,28.3,14.3,22.2,20.4,17.3,21.5,21.7,17.8,18.1,,,,,,,5.9,3.9,4.1,4.8,4.5,4.2,4.2,4.6,4.6,,,,,,,35.4,23.4,24.6,28.8,27,25.2,25.2,27.6,27.6,,,,,,,7.5,7.5,6.3,6,3,5.5,5,4.6,7.4,3.9,6.6,8.8,5.6,7.5,7.5,,,,,,,,,,,20.17777778,4.533333333,6.18,27.2,20.4,4.5,6.3,1.593379159,27,"Some liquid manure rests, Geese poo, little bare soil, artificial manure, lots of dead grass"
143016,143016_03,4/7/2025,0,Mid-high,No,no,0.25cm2,150,60,16.5,31.8,27.8,22.1,21.3,16.2,15.3,18.8,19.7,,,,,,,4.7,3.4,4.2,4.4,3.7,4.8,4,5.4,4.6,,,,,,,28.2,20.4,25.2,26.4,22.2,28.8,24,32.4,27.6,,,,,,,7.2,7.4,9,8.9,4.9,4.5,6.3,6,5.9,7,4.9,5.9,6.5,7,5,,,,,,,,,,,21.05555556,4.355555556,6.426666667,26.13333333,19.7,4.4,6.3,1.365632594,26.4,"No bare soil, less dry grass, elevated compared to rest of field"
143016,143016_01,4/7/2025,0,Mid-high,No,yes,0.25cm2,150,60,38.2,49.4,40,25,20.3,19.9,30.7,42.4,26.5,,,,,,,2.3,1.6,2.3,2.4,2.9,6.2,4.1,4,4.5,,,,,,,13.8,9.6,13.8,14.4,17.4,37.2,24.6,24,27,,,,,,,5,5,3.6,4.8,5.5,3.9,4,6.9,5.1,6.4,15.2,4,3,4.6,5.1,,,,,,,,,,,32.48888889,3.366666667,5.473333333,20.2,30.7,2.9,5,2.877118267,17.4,"Some Liquid manure rests, Geese poo, bare soil parts, artificial manure"
143023,143023_01,4/7/2025,0,Mid-high,No,yes,0.25cm2,150,60,26.2,23.1,21,19.8,27.3,21.3,22.9,21.7,26.4,14.7,20.9,14.7,,,,7,6.2,6.4,7.2,6.4,5.4,5.3,5.2,6,6.2,3.3,6.4,,,,42,37.2,38.4,43.2,38.4,32.4,31.8,31.2,36,37.2,19.8,38.4,,,,5.9,8.2,4.3,8.9,10.2,6.4,5.2,5.4,4,5.6,8,9.5,7.1,7.2,10.1,8,7.1,10,10.1,7.6,,,,,,21.66666667,5.916666667,7.44,35.5,21.5,6.2,7.4,1.972548445,37.2,"Some Liquid manure rests, Height differences in tracks, Geese poo"
143023,143023_02,4/7/2025,0,Mid-high,No,yes,0.25cm2,150,60,16.5,21.9,24.1,32.4,21.2,21.9,33.7,27.1,22.5,,,,,,,3.7,5.3,6.8,3.5,3.9,4.7,3.9,4,5.2,,,,,,,22.2,31.8,40.8,21,23.4,28.2,23.4,24,31.2,,,,,,,4.4,4,3.9,3.4,5,6.2,6,4.9,3.4,3.9,7.5,3.8,5,5,5.5,,,,,,,,,,,24.58888889,4.555555556,4.793333333,27.33333333,22.5,4,4.9,1.154164303,24,"Some Liquid manure rests, Geese poo, bare soil pits"
162027,162027_02,4/8/2025,0,Mid-high,Few,no,0.25cm2,150,60,19.9,15.4,16.3,12.9,15.5,14.9,14.5,16.3,14.2,,,,,,,5.6,6.7,7.7,4.8,10,6.8,6.7,10,5.6,,,,,,,33.6,40.2,46.2,28.8,60,40.8,40.2,60,33.6,,,,,,,10.9,9.6,10.7,9.2,10.2,9.1,9,12.4,14.1,10.4,15.6,10.4,12.5,10.7,14.6,,,,,,,,,,,15.54444444,7.1,11.29333333,42.6,15.4,6.7,10.7,2.087536712,40.2,Liquid manure traces and artificial manure. Less bare soil (Is going to turn into cornfield)
162027,162027_01,4/8/2025,0,Mid-high,Few,no,0.25cm2,150,60,20.8,29.5,30.7,39.1,35,35.5,18.9,16.2,16.6,,,,,,,3.8,3.3,4.1,2.2,4,3.1,5,5.6,4.9,,,,,,,22.8,19.8,24.6,13.2,24,18.6,30,33.6,29.4,,,,,,,11.1,12.2,11.5,10.1,7,9.1,8.2,6.9,15,8.3,9.7,11.2,10,11,6.9,,,,,,,,,,,26.92222222,4,9.88,24,29.5,4,10,2.248555092,24,Liquid manure traces and artificial manure with dry ditch in the middle of the polygon. Big bald spot in beginning of field. (Is going to turn into cornfield
162028,162028_01,4/8/2025,0,Mid-high,Few,no,0.25cm2,150,60,33.7,15.2,18,15.7,17.7,11.9,18.4,20.2,16.3,,,,,,,7.5,7.7,6.8,10,7,5.2,10,7.4,5.8,,,,,,,45,46.2,40.8,60,42,31.2,60,44.4,34.8,,,,,,,16.1,11,10.2,13.1,10.1,6.5,5.6,10.5,7.5,7.6,8.3,5.9,7.5,7.6,11,,,,,,,,,,,18.56666667,7.488888889,9.233333333,44.93333333,17.7,7.4,8.3,2.873938728,44.4,"Deep dry ditches every 15 meters, Traces of liquid manure injection"
564005,564005_02,4/15/2025,0,Mid-high,Few,yes,0.25cm2,150,60,22.1,15.7,18.9,20.6,23.9,19.4,19.8,19,17.5,,,,,,,7.9,5.8,6.9,5.2,5.8,5.2,5.8,10,6.6,,,,,,,47.4,34.8,41.4,31.2,34.8,31.2,34.8,60,39.6,,,,,,,3.6,4.4,5.2,4.2,4.7,4.2,5.1,11.2,3.8,6.4,7.8,6.2,8.1,5.1,3.3,,,,,,,,,,,19.65555556,6.577777778,5.553333333,39.46666667,19.4,5.8,5.1,2.117568237,34.8,"Some goose poo, hard manure, and artificial fertilizer"
564005,564005_01,4/15/2025,0,Mid-high,Few,yes,0.25cm2,150,60,21,23.1,20.4,22.2,20.5,19.5,21.3,20.2,16.3,,,,,,,7.8,4.9,5.8,3.3,3.4,6.3,5.4,6.2,5.1,,,,,,,46.8,29.4,34.8,19.8,20.4,37.8,32.4,37.2,30.6,,,,,,,13.8,11.2,13.1,8,9.6,11.7,10.6,12.4,5.7,13.1,4.8,5.7,6.2,9.7,8.2,,,,,,,,,,,20.5,5.355555556,9.586666667,32.13333333,20.5,5.4,9.7,3.017772752,32.4,"Some goose poo, hard manure, and artificial fertilizer"
564022,564022_03,4/15/2025,0,Mid-high,No,yes,0.25cm2,150,60,19.9,28.5,19.6,11.4,16.5,18.1,23.3,26.5,21.9,,,,,,,7.8,7.9,5.4,6.8,6.2,5.9,7.5,5.7,6.6,,,,,,,46.8,47.4,32.4,40.8,37.2,35.4,45,34.2,39.6,,,,,,,10.2,11.9,10.9,8.4,18,14.8,12.5,9.6,13.9,11.2,8.2,21.9,8.1,8.6,9.7,,,,,,,,,,,20.63333333,6.644444444,11.86,39.86666667,19.9,6.6,10.9,3.925520894,39.6,"Some goose poo, hard manure, and artificial fertilizer"
564022,564022_02,4/15/2025,0,Mid-high,No,yes,0.25cm2,150,60,20.1,15.1,11.3,14.3,20.8,23.8,14.7,17.9,15.6,,,,,,,5.6,6.2,5.7,5.7,6.1,6.2,5.4,5.8,6.9,,,,,,,33.6,37.2,34.2,34.2,36.6,37.2,32.4,34.8,41.4,,,,,,,9.1,10.4,5.6,5.3,5.2,5.1,5.2,5.9,9.5,9,4.9,14.8,11.8,7.8,12.9,,,,,,,,,,,17.06666667,5.955555556,8.166666667,35.73333333,15.6,5.8,7.8,3.225936557,34.8,"Some goose poo, slurry rests and artificial fertilizer"
564022,564022_04,4/15/2025,0,Mid-high,No,yes,0.25cm2,150,60,14.9,16.3,13.4,14.5,20.3,19.6,10.6,11.9,18,,,,,,,6.2,6,6.1,4.4,5.7,6.5,4.8,5.7,7.2,,,,,,,37.2,36,36.6,26.4,34.2,39,28.8,34.2,43.2,,,,,,,14.1,12.4,12.1,10.1,9.7,12.2,12.9,11.2,11.3,10.7,11.4,11.8,10.3,9.6,10.9,,,,,,,,,,,15.5,5.844444444,11.38,35.06666667,14.9,6,11.3,1.243382483,36,"Some goose poo, hard manure, and artificial fertilizer"
564022,564022_01,4/15/2025,0,Mid-high,No,yes,0.25cm2,150,60,19.8,23.5,21.5,20.3,25.3,19.4,15,20.6,18.6,,,,,,,5.9,5.6,5.5,4.8,5.4,6.8,5.4,5.4,4.2,,,,,,,35.4,33.6,33,28.8,32.4,40.8,32.4,32.4,25.2,,,,,,,10.6,9.9,7.2,9.1,6.2,5.7,5.9,5.8,8.1,9.4,7.4,7.5,4.9,4.6,10.5,,,,,,,,,,,20.44444444,5.444444444,7.52,32.66666667,20.3,5.4,7.4,2.009690808,32.4,"Some goose poo, slurry rests and artificial fertilizer"
575002,575002_02,4/15/2025,0,Mid-high,No,no,0.25cm2,150,60,21,28.1,21.1,29.4,29.2,10.4,27.1,28.8,21.2,,,,,,,3.1,6,5.5,4.6,5.6,7.8,6.5,6.7,8,,,,,,,18.6,36,33,27.6,33.6,46.8,39,40.2,48,,,,,,,25,19.6,18.2,17.8,19.8,20.6,22.5,21.8,17.6,19,19,18.3,22,17.6,19.4,,,,,,,,,,,24.03333333,5.977777778,19.88,35.86666667,27.1,6,19.4,2.132804994,36,"Slurry Tracks, vogelmuur field"
575002,575002_03,4/15/2025,0,Mid-high,No,no,0.25cm2,150,60,25.7,22.7,26,23,18.2,21.6,25.3,24.2,26.2,,,,,,,3.2,4.2,4.9,4.8,5.3,3.1,3.9,4,5.7,,,,,,,19.2,25.2,29.4,28.8,31.8,18.6,23.4,24,34.2,,,,,,,24.1,23,15.7,16.7,16.3,22.6,18.2,16.4,18.7,21,26.4,24.2,20.5,18.7,14.5,,,,,,,,,,,23.65555556,4.344444444,19.8,26.06666667,24.2,4.2,18.7,3.632393937,25.2,"Slurry Tracks, less vogelmuur"
5030,5030_01,4/17/2025,0,Mid-low,Few,yes,0.50cm2,150,30,47.8,38.3,48.8,40.9,35.5,43.3,41.8,41.6,38.4,43.7,36.2,38.2,37.8,38.7,42.9,4.8,5.6,5.1,4.8,3.2,3.1,3.1,4.3,3.3,4.1,2.8,6.2,4.8,4.5,6.9,14.4,16.8,15.3,14.4,9.6,9.3,9.3,12.9,9.9,12.3,8.4,18.6,14.4,13.5,20.7,3.3,2.6,2.4,2.2,1.8,2.4,3,5.4,2.9,2.3,3.1,3.9,3.2,3,4.1,3.4,4.6,3,3.6,3.1,2.6,2.5,3.2,2.7,3.4,40.92666667,4.44,3.108,13.32,4.5,4.5,3,0.7873584529,13.5,Goose Poo hard manure + ditch every 10 meters
70005,70005_01,4/17/2025,0,Mid-low,Few,no,0.50cm2,150,30,44.5,53.8,54.1,51,48,45.9,52.7,50.8,51,,,,,,,3.9,3.6,3.1,3.1,2.5,4,3,3.2,3.6,,,,,,,11.7,10.8,9.3,9.3,7.5,12,9,9.6,10.8,,,,,,,27.6,11,15.3,13.8,13.2,16.1,16.6,23.5,23,14.5,17.5,17.3,20.4,20.3,23.3,,,,,,,,,,,50.2,3.333333333,18.22666667,10,51,3.2,17.3,4.639191227,9.6,Ditch every 20 meters
70021,70021_01,4/16/2025,0.01,Mid-low,Few,no,0.50cm2,150,30,56.8,53.2,56.4,47.7,45.3,42.7,53.7,51.1,49.7,,,,,,,4.4,5,3.8,3.8,2.2,2.3,3.7,4.8,3.7,,,,,,,13.2,15,11.4,11.4,6.6,6.9,11.1,14.4,11.1,,,,,,,18.2,18.4,15.1,15.4,14,14.4,16.9,18.7,22.4,16.2,21.8,23.2,18.9,17.2,24.3,,,,,,,,,,,50.73333333,3.744444444,18.34,11.23333333,51.1,3.8,18.2,3.267983214,11.4,"Ditch every 15 meters, relief and hard manure"
70021,70021_02,4/16/2025,0.01,Mid-low,Few,no,0.50cm2,150,30,52.4,54.4,57.1,53.6,52.5,53.4,53.5,54.3,51.2,,,,,,,5.2,3.2,3.8,3,2.4,2.9,4.5,4.2,4.1,,,,,,,15.6,9.6,11.4,9,7.2,8.7,13.5,12.6,12.3,,,,,,,21.5,18.1,16.5,17.2,15,20.4,22,15,16.9,17.1,11.2,12.4,12.9,16.9,18.2,,,,,,,,,,,53.6,3.7,16.75333333,11.1,53.5,3.8,16.9,3.145033878,11.4,"Ditch every 15 meters, relief and hard manure"
70042,70042_01,4/16/2025,0,Mid-low,Few,no,0.50cm2,150,30,54.2,53.2,52.5,69.2,72.3,68.6,58.5,65.5,57.3,,,,,,,3.4,3.6,3.7,2.9,1.6,1.8,3.7,4.1,3.6,,,,,,,10.2,10.8,11.1,8.7,4.8,5.4,11.1,12.3,10.8,,,,,,,6.4,7.6,9.3,13.9,10.1,14.9,11.2,8.4,11.2,11,13.6,15.7,11.4,11.3,11.4,,,,,,,,,,,61.25555556,3.155555556,11.16,9.466666667,58.5,3.6,11.2,2.615284743,10.8,"Dry ditch every 20 meters, hard manure"
70042,70042_02,4/16/2025,0,Mid-low,Few,no,0.50cm2,150,30,53.3,54.7,57.2,76.3,73.5,61.7,60.7,63.1,62.5,,,,,,,2.3,2,2.1,2.8,1.8,2.1,2.4,2,1.5,,,,,,,6.9,6,6.3,8.4,5.4,6.3,7.2,6,4.5,,,,,,,12.7,12.2,11.9,12.5,14,11.4,8.9,9.1,9.9,8.5,12.1,12.3,10.9,13.6,14,,,,,,,,,,,62.55555556,2.111111111,11.6,6.333333333,61.7,2.1,12.1,1.79880913,6.3,"Dry ditch every 20 meters, hard manure"
79024,79024_01,4/9/2025,0,Mid-low,Many,yes,0.25cm2,150,60,22.3,26.9,28.3,37.5,32.1,46.9,29,35.1,24.9,,,,,,,2.8,3.4,3.9,1.4,1.3,1.4,2.2,1.1,3.1,,,,,,,16.8,20.4,23.4,8.4,7.8,8.4,13.2,6.6,18.6,,,,,,,3.8,2.5,4.6,2.1,3,3,4.1,5.2,4.9,4.1,5.2,6.2,4.1,5,1.7,,,,,,,,,,,31.44444444,2.288888889,3.966666667,13.73333333,29,2.2,4.1,1.284337888,13.2,"Goose poo, empty ditches every 15 meters, dry hay"
100028,100028_02,4/10/2025,0.01,Mid-low,Few,yes,0.50cm2,150,30,24.7,32.8,74.7,26.3,35.7,27.8,43.2,43.5,28.6,,,,,,,3.2,2.8,3.4,4,3.9,4.2,4.7,5.1,3,,,,,,,9.6,8.4,10.2,12,11.7,12.6,14.1,15.3,9,,,,,,,10.2,17.3,12.2,15,41.1,10.4,14.7,17.2,10.3,13.4,17.2,7.3,10.1,8.7,6.8,,,,,,,,,,,37.47777778,3.811111111,14.12666667,11.43333333,32.8,3.9,12.2,8.245125544,11.7,"Ditch every 20 meters with very little water, some goose poo"
100028,100028_01,4/10/2025,0,Mid-low,Few,yes,0.50cm2,150,30,30,31.2,19.6,39.3,34.5,30.4,37.1,42.4,89.1,,,,,,,5,4,4.5,3.9,3,3.5,1.6,3.5,1.9,,,,,,,15,12,13.5,11.7,9,10.5,4.8,10.5,5.7,,,,,,,8.9,9.2,9.8,7.5,4.9,3,5.7,6,4.5,8.6,13.5,9.1,30.4,30.9,31.5,,,,,,,,,,,39.28888889,3.433333333,12.23333333,10.3,34.5,3.5,8.9,10.01182634,10.5,"Ditch every 20 meters dry, some goose poo"
129021,129021_01,4/11/2025,0.3,Mid-low,Few,yes,0.50cm2,150,30,16.1,14.2,18.9,57.9,43.2,33.8,30.3,29.2,27.1,,,,,,,6.8,7,6.5,3.2,2.1,4.3,4.4,6,3.9,,,,,,,20.4,21,19.5,9.6,6.3,12.9,13.2,18,11.7,,,,,,,8.1,11.2,8.6,11.5,13.3,8.5,4.3,4.6,3.5,2.9,3.4,6.8,7.3,13.1,8.3,,,,,,,,,,,30.07777778,4.911111111,7.693333333,14.73333333,29.2,4.4,8.1,3.489671836,13.2,"Dry manure, plas dras every 20 meters and some goose poo"
129021,129021_02,4/11/2025,0.2,Mid-low,Many,yes,0.50cm2,150,30,32.8,37.3,32,77.5,18.1,20.9,38.2,70.1,63.2,,,,,,,4.1,3.2,4.5,7.3,6.5,6.9,2.8,2.9,4.2,,,,,,,12.3,9.6,13.5,21.9,19.5,20.7,8.4,8.7,12.6,,,,,,,4.3,5.9,17.2,15.2,6.9,9.8,3.1,4.6,5.2,3.8,4.7,3.4,3.6,8.2,17.2,,,,,,,,,,,43.34444444,4.711111111,7.54,14.13333333,37.3,4.2,5.2,5.021354399,12.6,"Dry manure, plas dras every 20 meters and some goose poo"
162028,162028_02,4/8/2025,0.1,Mid-low,Many,no,0.25cm2,150,60,18.5,23,25.4,26.6,30.6,44,21.9,20.8,15.1,,,,,,,4.2,3.8,5.4,4.5,2.7,1.2,7,4.8,6.9,,,,,,,25.2,22.8,32.4,27,16.2,7.2,42,28.8,41.4,,,,,,,18.1,11.6,11.2,6.5,10.5,14.5,11,17.8,39.5,30.1,9.6,5.2,5,10.5,11.2,,,,,,,,,,,25.1,4.5,14.15333333,27,23,4.5,11.2,9.37167973,27,"Ditches 10 meters, filled with low level of water"
568033,568033_01,4/15/2025,0,Mid-low,Few,yes,0.25cm2,150,60,21.5,20.6,25.8,22.3,28.8,50.5,20.3,18.8,21.7,,,,,,,7.5,7,8,4.6,4.3,1.8,5.3,6.9,8,,,,,,,45,42,48,27.6,25.8,10.8,31.8,41.4,48,,,,,,,5.6,4,2.8,4.6,3.6,5.1,6.2,9.7,4.2,3.6,15,4.8,5,6.8,9.2,,,,,,,,,,,25.58888889,5.933333333,6.013333333,35.6,21.7,6.9,5,3.162021656,41.4,"Goose poop, hard manure, empty ditch every 25 meters"
568033,568033_02,4/15/2025,0.01,Mid-low,Few,yes,0.25cm2,150,60,24.1,24.3,16.1,29.3,28.2,26.5,29.1,32.4,36.5,,,,,,,6.5,6.8,5.6,4.8,2.5,2.4,2.7,3.8,4.5,,,,,,,39,40.8,33.6,28.8,15,14.4,16.2,22.8,27,,,,,,,5.2,5.6,7.3,6.2,6.3,3.3,6.1,5.3,4.1,4.9,12.4,15,12.1,11.2,6.8,,,,,,,,,,,27.38888889,4.4,7.453333333,26.4,28.2,4.5,6.2,3.488730155,27,"Goose poop, hard manure, ditch every 25 meters with very little water, and quite a lot of bare soil"
575019,575019_01,4/9/2025,0,Mid-low,Few,yes,0.25cm2,150,60,31.4,25.6,28.5,44.2,72.4,56.8,21.9,26.1,25.9,,,,,,,4.6,5,4.1,2.2,1.6,2.4,2.5,3.2,5.4,,,,,,,27.6,30,24.6,13.2,9.6,14.4,15,19.2,32.4,,,,,,,11.2,8.6,9.6,6.7,7.5,16.1,4.5,7,10.7,10.1,7.3,9.8,8.1,7.6,6.8,,,,,,,,,,,36.97777778,3.444444444,8.773333333,20.66666667,28.5,3.2,8.1,2.699594326,19.2,"Deep dry ditches, dry manure on the land, Goose Poo"
575019,575019_02,4/9/2025,0,Mid-low,Few,yes,0.25cm2,150,60,34.2,26.8,19,67.9,62.4,81.4,21.7,32.1,26.4,,,,,,,4.6,3.8,5,2.2,2.4,1.8,3.5,3.4,2.3,,,,,,,27.6,22.8,30,13.2,14.4,10.8,21,20.4,13.8,,,,,,,7.6,7.7,7.6,8.1,5.3,5,5.2,6.2,7.1,7.4,6.2,4.5,4.6,7.6,3.3,,,,,,,,,,,41.32222222,3.222222222,6.226666667,19.33333333,32.1,3.4,6.2,1.490190144,20.4,"Deep dry ditches, dry manure on the land, Goose Poo"